sensor_id,temperature,humidity,soil_moisture,energy_used,data_processed,timestamp
sensor_4,35.66,34.71,16.49,0.041,0.13,1759811161.4720757
sensor_2,26.04,60.78,29.11,0.043,0.34,1759811163.4727683
sensor_2,32.12,30.66,58.94,0.025,0.28,1759811165.4734428
sensor_8,22.1,40.99,47.28,0.029,0.42,1759811167.4742546
sensor_9,23.9,37.22,23.51,0.018,0.22,1759811169.4749868
sensor_7,30.12,59.67,44.76,0.039,0.33,1759811171.4756725
sensor_4,24.83,48.83,33.97,0.043,0.14,1759811173.4764464
sensor_7,28.56,30.06,53.42,0.039,0.19,1759811175.4771898
sensor_8,35.07,35.38,43.82,0.025,0.44,1759811177.47795
sensor_1,34.46,42.3,29.84,0.03,0.5,1759811179.478672
sensor_1,31.89,42.5,17.11,0.04,0.13,1759811181.4794645
sensor_6,31.2,75.66,34.61,0.013,0.3,1759811183.4802268
sensor_1,29.1,74.4,27.01,0.027,0.25,1759811185.4808846
sensor_2,25.99,71.95,25.35,0.015,0.33,1759811187.4816325
sensor_7,23.04,52.29,53.73,0.014,0.38,1759811189.4823282
sensor_3,23.9,48.89,25.6,0.05,0.3,1759811191.4829776
sensor_1,32.86,77.43,59.88,0.038,0.36,1759811193.4837105
sensor_6,27.89,56.11,10.9,0.049,0.27,1759811195.4844756
sensor_5,28.27,41.79,59.34,0.044,0.32,1759811197.4851806
sensor_2,32.37,71.78,43.0,0.013,0.24,1759811199.485885
sensor_2,32.02,62.07,17.32,0.032,0.23,1759811201.48671
sensor_4,34.22,57.31,16.05,0.036,0.16,1759811203.4873173
sensor_7,25.66,31.14,54.72,0.048,0.42,1759811205.487999
sensor_2,35.19,32.56,44.75,0.035,0.3,1759811207.4886508
sensor_3,24.89,43.9,13.98,0.025,0.37,1759811209.4892251
sensor_9,30.79,41.62,34.95,0.047,0.15,1759811211.4899592
sensor_3,25.97,61.77,17.43,0.049,0.24,1759811213.4906943
sensor_3,33.81,36.75,59.77,0.013,0.31,1759811215.4913836
sensor_9,30.47,73.25,22.62,0.039,0.15,1759811217.4923916
sensor_10,31.35,57.23,45.43,0.028,0.37,1759811219.4930441
sensor_2,35.41,43.67,56.17,0.043,0.14,1759811221.4938192
sensor_4,25.62,38.05,26.52,0.05,0.38,1759811223.4945087
sensor_4,25.3,63.15,41.89,0.029,0.13,1759811225.4953067
sensor_3,24.18,45.08,21.89,0.021,0.2,1759811227.4961226
sensor_9,26.47,39.48,48.53,0.03,0.49,1759811229.4968457
sensor_9,28.87,32.5,42.46,0.04,0.27,1759811231.497529
sensor_10,27.49,32.8,32.77,0.036,0.41,1759811233.4982703
sensor_7,33.4,54.07,29.33,0.016,0.16,1759811235.4989352
sensor_1,35.97,64.49,19.93,0.039,0.47,1759811237.4995382
sensor_7,35.75,64.63,51.48,0.016,0.14,1759811239.5004382
sensor_10,35.98,77.51,54.09,0.023,0.2,1759811241.501285
sensor_5,23.47,75.33,19.11,0.036,0.45,1759811243.5019796
sensor_10,29.65,48.33,43.98,0.041,0.16,1759811245.5026753
sensor_9,29.39,51.62,10.33,0.012,0.47,1759811247.5034368
sensor_1,30.79,42.15,30.09,0.043,0.41,1759811249.504308
sensor_6,25.61,73.72,27.21,0.04,0.23,1759811251.5051668
sensor_4,25.45,70.02,54.54,0.016,0.38,1759811253.5060337
sensor_3,23.34,77.43,30.72,0.035,0.38,1759811255.5067356
sensor_7,28.08,64.3,25.19,0.039,0.26,1759811257.5075042
sensor_1,30.78,77.4,51.14,0.014,0.5,1759811259.5081837
sensor_6,29.8,77.53,51.64,0.021,0.35,1759811261.508896
sensor_10,32.18,78.37,19.84,0.033,0.26,1759811263.5096407
sensor_7,26.07,70.08,28.72,0.012,0.46,1759811265.5103745
sensor_5,33.3,73.04,50.97,0.034,0.26,1759811267.5110223
sensor_7,27.65,39.68,36.48,0.031,0.2,1759811269.511688
sensor_1,28.01,79.93,11.79,0.028,0.46,1759811271.5124857
sensor_3,31.59,53.08,29.87,0.025,0.35,1759811273.5131695
sensor_1,26.52,49.6,45.23,0.027,0.2,1759811275.5141118
sensor_4,31.71,40.03,52.27,0.027,0.12,1759811277.5148032
sensor_8,30.33,67.46,57.4,0.03,0.24,1759811279.5154512
sensor_5,30.23,38.39,40.38,0.014,0.39,1759811281.5161402
sensor_9,27.8,35.45,40.32,0.027,0.27,1759811283.5168152
sensor_6,28.63,62.81,57.16,0.041,0.36,1759811285.5176508
sensor_2,29.68,49.19,59.51,0.021,0.26,1759811287.518389
sensor_4,23.13,44.99,53.25,0.024,0.16,1759811289.5190825
sensor_7,30.46,51.88,51.36,0.042,0.14,1759811291.5197802
sensor_8,29.2,40.18,28.83,0.032,0.48,1759811293.520552
sensor_1,24.41,74.08,41.17,0.031,0.43,1759811295.5212796
sensor_8,30.11,58.57,20.66,0.011,0.32,1759811297.521974
sensor_6,23.55,31.83,39.35,0.032,0.46,1759811299.522708
sensor_5,22.03,57.47,19.26,0.048,0.22,1759811301.5233636
sensor_3,32.59,62.78,52.19,0.033,0.1,1759811303.524221
sensor_5,27.08,39.58,34.94,0.047,0.19,1759811305.5250437
sensor_8,24.72,73.68,38.02,0.04,0.5,1759811307.5259838
sensor_2,35.05,74.33,42.63,0.016,0.2,1759811309.5266678
sensor_5,30.93,52.88,48.28,0.034,0.17,1759811311.5273314
sensor_8,28.98,63.7,50.04,0.012,0.4,1759811313.52811
sensor_8,29.74,63.83,45.48,0.044,0.3,1759811315.5287971
sensor_10,22.85,58.29,47.07,0.026,0.42,1759811317.5294433
sensor_6,27.7,47.34,34.15,0.015,0.19,1759811319.5301466
sensor_6,31.83,67.12,52.98,0.033,0.12,1759811321.5308855
sensor_3,26.38,52.08,44.83,0.016,0.5,1759811323.5315356
sensor_9,27.7,72.36,49.0,0.016,0.14,1759811325.5321906
sensor_4,34.15,37.81,54.39,0.032,0.17,1759811327.5328183
sensor_8,30.88,37.98,44.39,0.027,0.35,1759811329.5333915
sensor_9,25.55,43.94,17.16,0.017,0.32,1759811331.534077
sensor_8,28.03,68.86,36.2,0.042,0.15,1759811333.5347042
sensor_1,27.83,40.85,30.35,0.017,0.24,1759811335.5353713
sensor_3,28.54,56.62,18.53,0.033,0.19,1759811337.5360482
sensor_4,24.26,40.88,10.58,0.036,0.34,1759811339.5366597
sensor_2,32.34,36.98,50.01,0.026,0.38,1759811341.5372832
sensor_8,23.84,44.95,46.09,0.038,0.3,1759811343.5379431
sensor_10,35.17,47.6,39.34,0.036,0.46,1759811345.5386891
sensor_2,30.99,48.27,54.24,0.021,0.42,1759811347.5394392
sensor_10,23.44,60.81,50.75,0.048,0.41,1759811349.5402706
sensor_6,34.69,52.8,47.59,0.039,0.36,1759811351.5409236
sensor_4,27.31,42.32,23.1,0.046,0.2,1759811353.541698
sensor_2,35.87,47.08,12.33,0.026,0.5,1759811355.542507
sensor_9,29.95,59.85,34.46,0.013,0.35,1759811357.5431764
sensor_7,23.54,52.5,19.44,0.01,0.46,1759811359.5439994
sensor_2,23.62,74.43,22.48,0.025,0.32,1759811361.5448608
sensor_10,30.12,70.09,29.61,0.033,0.27,1759811363.545711
sensor_1,28.48,38.44,47.0,0.015,0.21,1759811365.5464149
sensor_5,24.0,45.48,42.74,0.03,0.19,1759811367.5472043
sensor_7,33.76,51.16,39.0,0.026,0.32,1759811369.5479507
sensor_6,33.59,48.99,17.92,0.038,0.34,1759811371.5486722
sensor_6,33.86,32.29,32.01,0.049,0.13,1759811373.5494168
sensor_2,27.59,39.05,59.68,0.04,0.26,1759811375.550019
sensor_9,30.42,64.19,33.4,0.017,0.29,1759811377.5506775
sensor_5,28.59,71.35,39.55,0.046,0.29,1759811379.5514934
sensor_9,28.5,73.4,49.6,0.042,0.41,1759811381.552182
sensor_3,30.19,52.32,46.2,0.019,0.26,1759811383.5528007
sensor_7,30.56,79.62,24.81,0.012,0.2,1759811385.553587
sensor_4,30.37,75.78,57.24,0.04,0.21,1759811387.5542982
sensor_5,22.33,77.7,42.63,0.016,0.5,1759811389.554951
sensor_10,32.46,65.41,56.51,0.035,0.42,1759811391.5556166
sensor_8,27.03,63.09,11.37,0.013,0.25,1759811393.5562732
sensor_9,27.74,46.1,49.46,0.041,0.12,1759811395.5571096
sensor_2,34.76,75.46,48.52,0.047,0.45,1759811397.558007
sensor_1,33.12,59.42,58.89,0.026,0.28,1759811399.5586393
sensor_3,23.67,74.53,50.85,0.018,0.16,1759811401.5593283
sensor_5,26.26,72.71,19.03,0.017,0.39,1759811403.560066
sensor_5,28.85,62.64,40.54,0.045,0.15,1759811405.5608633
sensor_3,28.44,50.26,18.99,0.041,0.25,1759811407.5615199
sensor_4,34.01,46.42,48.74,0.039,0.47,1759811409.5621994
sensor_9,30.02,59.85,46.13,0.036,0.4,1759811411.5628445
sensor_3,30.54,49.81,26.47,0.016,0.29,1759811413.5635133
sensor_3,27.21,50.18,35.67,0.017,0.17,1759811415.5642858
sensor_5,22.02,52.77,29.51,0.048,0.19,1759811417.5649996
sensor_6,28.34,63.96,55.71,0.043,0.44,1759811419.5657134
sensor_1,33.51,31.67,28.17,0.018,0.44,1759811421.5664904
sensor_1,22.72,62.04,53.5,0.038,0.21,1759811423.5672839
sensor_8,33.02,62.7,24.72,0.026,0.18,1759811425.567948
sensor_8,23.67,62.14,19.57,0.047,0.26,1759811427.5686133
sensor_6,25.56,76.74,34.57,0.012,0.41,1759811429.5694728
sensor_4,27.42,53.84,41.82,0.024,0.3,1759811431.5702136
sensor_8,26.66,66.58,19.96,0.019,0.45,1759811433.5708241
sensor_3,26.78,68.84,26.86,0.049,0.2,1759811435.5714672
sensor_3,29.51,37.63,45.16,0.042,0.42,1759811437.5721185
sensor_4,30.46,68.52,46.98,0.048,0.21,1759811439.5727372
sensor_5,31.05,69.27,33.47,0.019,0.3,1759811441.573357
sensor_2,34.12,63.69,38.5,0.038,0.37,1759811443.5739546
sensor_5,34.96,58.77,28.17,0.049,0.32,1759811445.5745857
sensor_6,29.44,33.72,55.89,0.038,0.37,1759811447.5752578
sensor_6,23.72,32.19,52.81,0.025,0.26,1759811449.5760643
sensor_4,29.16,43.9,56.27,0.037,0.2,1759811451.5766604
sensor_6,32.91,45.9,11.36,0.03,0.42,1759811453.5773027
sensor_10,30.1,48.21,36.21,0.029,0.26,1759811455.577987
sensor_8,24.24,50.84,30.99,0.037,0.2,1759811457.5786388
sensor_5,23.49,41.94,34.44,0.043,0.46,1759811459.5792947
sensor_1,26.92,62.8,23.02,0.037,0.25,1759811461.5799475
sensor_5,25.32,63.58,35.63,0.039,0.19,1759811463.5806026
sensor_8,30.86,40.64,58.38,0.023,0.14,1759811465.5814276
sensor_9,35.65,44.45,35.01,0.042,0.41,1759811467.582126
sensor_3,31.24,30.15,36.51,0.028,0.5,1759811469.58278
sensor_5,26.32,78.27,37.32,0.036,0.15,1759811471.5833836
sensor_10,32.11,40.4,36.34,0.043,0.44,1759811473.5840535
sensor_4,35.59,36.42,36.13,0.031,0.19,1759811475.5847135
sensor_2,25.03,47.11,47.82,0.014,0.36,1759811477.5855086
sensor_8,25.2,73.66,43.03,0.028,0.38,1759811479.5862167
sensor_8,33.59,77.58,12.32,0.033,0.41,1759811481.5868542
sensor_5,29.92,79.48,48.98,0.01,0.43,1759811483.5875971
sensor_4,28.47,41.46,21.51,0.01,0.15,1759811485.5882761
sensor_1,32.69,43.76,11.25,0.012,0.34,1759811487.5890832
sensor_6,26.68,60.57,41.85,0.012,0.29,1759811489.5897152
sensor_8,25.38,71.37,31.03,0.018,0.33,1759811491.5904043
sensor_3,24.47,34.1,40.38,0.039,0.22,1759811493.5909302
sensor_1,22.35,62.03,23.72,0.029,0.18,1759811495.591412
sensor_3,24.31,60.11,43.97,0.037,0.32,1759811497.5920117
sensor_1,22.17,65.7,35.47,0.018,0.3,1759811499.592739
sensor_1,28.12,55.45,39.2,0.044,0.23,1759811501.5935416
sensor_9,31.53,72.21,58.95,0.042,0.27,1759811503.5943067
sensor_3,33.73,39.82,27.29,0.023,0.19,1759811505.5949745
sensor_5,32.04,63.3,53.47,0.025,0.46,1759811507.5956063
sensor_6,24.4,77.74,44.92,0.023,0.14,1759811509.5962868
sensor_8,34.3,70.42,29.27,0.045,0.23,1759811511.596868
sensor_5,28.57,32.08,21.22,0.013,0.11,1759811513.5975635
sensor_5,27.36,38.55,32.97,0.011,0.17,1759811515.598269
sensor_7,27.52,37.7,33.17,0.038,0.32,1759811517.5990243
sensor_9,22.42,30.93,39.95,0.034,0.4,1759811519.5997388
sensor_8,27.36,60.85,18.25,0.025,0.21,1759811521.600696
sensor_6,35.34,68.35,26.6,0.021,0.45,1759811523.6013944
sensor_7,25.88,60.76,42.39,0.026,0.25,1759811525.6020324
sensor_8,35.74,45.86,30.38,0.018,0.47,1759811527.6028135
sensor_5,28.78,38.34,55.12,0.043,0.45,1759811529.6036458
sensor_10,25.28,45.72,40.41,0.011,0.49,1759811531.604454
sensor_1,24.35,54.37,16.37,0.039,0.45,1759811533.605329
sensor_1,33.75,32.05,58.84,0.025,0.31,1759811535.6061888
sensor_7,32.1,46.08,40.24,0.031,0.5,1759811537.6068149
sensor_6,32.25,48.57,16.53,0.036,0.13,1759811539.6075552
sensor_2,27.47,58.93,29.45,0.047,0.25,1759811541.6083276
sensor_8,31.97,42.62,25.24,0.034,0.28,1759811543.609017
sensor_5,32.55,57.94,13.07,0.035,0.16,1759811545.6099536
sensor_9,25.13,40.21,16.98,0.033,0.22,1759811547.6107917
sensor_7,32.83,50.29,50.86,0.034,0.42,1759811549.6114516
sensor_6,30.64,75.77,22.56,0.027,0.15,1759811551.6121004
sensor_1,24.62,47.16,20.94,0.029,0.35,1759811553.6127992
sensor_6,24.78,32.25,42.07,0.031,0.46,1759811555.613636
sensor_7,25.63,31.29,29.07,0.038,0.14,1759811557.614372
sensor_9,30.15,44.83,23.84,0.039,0.23,1759811559.614984
sensor_7,29.72,70.5,11.92,0.014,0.32,1759811561.6156628
sensor_4,32.52,68.89,13.1,0.016,0.47,1759811563.616404
sensor_7,30.47,60.11,51.42,0.015,0.18,1759811565.6170325
sensor_7,30.71,58.58,24.15,0.032,0.36,1759811567.6179073
sensor_6,33.77,62.51,36.48,0.011,0.48,1759811569.6185553
sensor_2,27.23,43.22,40.14,0.025,0.1,1759811571.6191628
sensor_8,26.59,33.08,50.34,0.043,0.12,1759811573.6199772
sensor_9,25.81,38.51,55.98,0.041,0.36,1759811575.6206572
sensor_6,35.19,42.0,54.33,0.017,0.37,1759811577.6214917
sensor_2,30.0,48.5,56.84,0.025,0.33,1759811579.6221988
sensor_7,23.9,47.62,26.99,0.047,0.11,1759811581.6228876
sensor_5,29.66,72.35,47.48,0.017,0.17,1759811583.6234915
sensor_8,30.37,68.9,30.19,0.027,0.38,1759811585.6240976
sensor_2,27.88,57.14,54.08,0.016,0.13,1759811587.6250348
sensor_5,28.9,65.23,42.13,0.02,0.15,1759811589.625904
sensor_2,25.39,61.01,50.51,0.032,0.17,1759811591.6267157
sensor_1,30.4,39.06,25.52,0.019,0.4,1759811593.6274822
sensor_3,29.35,59.37,47.97,0.016,0.44,1759811595.6281803
sensor_3,26.67,37.62,49.53,0.013,0.2,1759811597.6288984
sensor_6,22.8,74.67,13.36,0.048,0.43,1759811599.6295128
sensor_3,34.2,78.58,49.91,0.039,0.12,1759811601.630384
sensor_9,26.23,50.59,47.6,0.019,0.4,1759811603.6310837
sensor_3,33.44,56.54,40.79,0.028,0.48,1759811605.6317477
sensor_10,30.66,58.83,32.81,0.042,0.3,1759811607.6323452
sensor_2,29.03,35.08,10.86,0.04,0.16,1759811609.6330285
sensor_8,30.19,48.54,52.7,0.031,0.33,1759811611.6336093
sensor_7,34.91,52.51,24.22,0.04,0.42,1759811613.6343093
sensor_5,22.53,77.92,40.64,0.02,0.46,1759811615.6349285
sensor_10,22.41,50.5,47.03,0.046,0.47,1759811617.6355004
sensor_1,22.14,58.78,28.07,0.033,0.13,1759811619.6360924
sensor_3,26.45,38.2,55.7,0.028,0.16,1759811621.6367092
sensor_1,34.93,52.49,17.61,0.036,0.13,1759811623.6373835
sensor_1,28.71,41.38,31.46,0.049,0.45,1759811625.6380482
sensor_3,29.39,52.09,42.31,0.04,0.23,1759811627.6387649
sensor_2,28.86,46.2,15.49,0.012,0.31,1759811629.6394014
sensor_3,32.12,35.72,23.63,0.013,0.32,1759811631.6400964
sensor_1,29.32,58.01,45.18,0.032,0.44,1759811633.640703
sensor_5,30.07,54.46,41.26,0.041,0.36,1759811635.6413853
sensor_4,24.65,49.94,29.07,0.042,0.15,1759811637.6420586
sensor_7,33.79,32.84,45.39,0.034,0.34,1759811639.642711
sensor_3,22.65,60.33,47.63,0.027,0.22,1759811641.6436086
sensor_6,31.84,36.58,26.3,0.022,0.17,1759811643.64445
sensor_4,26.08,60.07,37.01,0.016,0.48,1759811645.6450906
sensor_2,31.58,64.37,31.49,0.043,0.23,1759811647.6459649
sensor_2,33.24,42.78,27.25,0.031,0.3,1759811649.646605
sensor_1,25.86,39.01,47.41,0.023,0.26,1759811651.647352
sensor_9,35.37,59.51,51.0,0.011,0.26,1759811653.648086
sensor_5,33.3,73.17,51.2,0.036,0.42,1759811655.6489406
sensor_6,35.68,60.17,11.69,0.046,0.5,1759811657.6495965
sensor_8,27.07,36.86,17.53,0.031,0.48,1759811659.6502929
sensor_1,26.54,70.75,46.66,0.019,0.22,1759811661.6510172
sensor_3,30.07,73.2,56.88,0.034,0.44,1759811663.651835
sensor_8,29.47,35.29,44.96,0.026,0.23,1759811665.6525168
sensor_8,32.63,65.7,10.04,0.031,0.25,1759811667.653152
sensor_9,24.79,72.8,54.51,0.03,0.23,1759811669.6538975
sensor_1,22.53,50.29,43.63,0.012,0.37,1759811671.6545334
sensor_7,33.71,54.7,38.29,0.024,0.32,1759811673.6552315
sensor_10,35.64,71.79,51.63,0.026,0.38,1759811675.6558967
sensor_8,23.36,55.69,10.51,0.049,0.11,1759811677.6565049
sensor_1,33.02,60.25,59.69,0.038,0.31,1759811679.6572454
sensor_8,28.57,58.64,23.04,0.03,0.2,1759811681.6579208
sensor_5,26.25,76.88,33.27,0.03,0.24,1759811683.6586554
sensor_10,24.88,39.35,26.29,0.016,0.42,1759811685.6595218
sensor_2,28.18,66.23,18.0,0.038,0.36,1759811687.6601524
sensor_5,30.11,53.47,31.86,0.047,0.17,1759811689.6609254
sensor_5,30.5,32.07,36.71,0.017,0.19,1759811691.661561
sensor_5,32.37,46.9,58.47,0.01,0.49,1759811693.6622818
sensor_6,31.12,56.88,43.96,0.029,0.42,1759811695.662937
sensor_9,28.87,43.2,27.96,0.033,0.3,1759811697.663606
sensor_10,22.51,78.24,44.67,0.044,0.23,1759811699.6644287
sensor_9,32.6,46.57,35.07,0.029,0.37,1759811701.66524
sensor_9,25.51,62.62,31.75,0.038,0.37,1759811703.6660173
sensor_2,31.12,62.33,53.83,0.035,0.32,1759811705.6666462
sensor_5,26.01,71.75,18.62,0.014,0.3,1759811707.667428
sensor_10,31.85,75.35,37.93,0.03,0.19,1759811709.6680534
sensor_7,25.41,38.4,33.48,0.02,0.41,1759811711.6688929
sensor_5,31.86,37.57,54.17,0.023,0.24,1759811713.6695788
sensor_9,30.68,74.03,58.99,0.027,0.28,1759811715.6705596
sensor_9,28.94,68.65,12.73,0.039,0.43,1759811717.6712615
sensor_7,35.41,63.89,31.95,0.047,0.43,1759811719.6719496
sensor_9,29.52,63.57,23.41,0.041,0.31,1759811721.6725955
sensor_5,34.45,59.59,31.89,0.015,0.49,1759811723.673283
sensor_1,25.92,67.62,59.43,0.027,0.33,1759811725.673752
sensor_3,24.4,78.55,24.32,0.01,0.26,1759811727.674549
sensor_8,35.77,34.09,27.84,0.049,0.42,1759811729.6752157
sensor_5,23.25,52.09,42.09,0.043,0.13,1759811731.675891
sensor_7,35.36,78.84,34.67,0.036,0.3,1759811733.6766937
sensor_5,35.56,55.17,18.41,0.045,0.11,1759811735.6775498
sensor_8,35.32,47.3,46.87,0.023,0.19,1759811737.6782737
sensor_7,23.07,72.01,43.9,0.05,0.44,1759811739.679022
sensor_8,35.87,53.15,13.49,0.044,0.4,1759811741.6796734
sensor_7,35.92,79.19,18.14,0.022,0.46,1759811743.6803126
sensor_10,31.05,61.35,49.79,0.023,0.26,1759811745.6810384
sensor_4,35.56,69.15,21.7,0.049,0.45,1759811747.68171
sensor_9,24.75,39.67,41.43,0.042,0.24,1759811749.6823661
sensor_5,31.93,40.79,48.36,0.039,0.35,1759811751.6830513
sensor_2,26.62,55.89,17.44,0.026,0.35,1759811753.6836863
sensor_5,33.0,31.25,12.92,0.033,0.38,1759811755.6843057
sensor_10,35.34,55.0,22.13,0.028,0.15,1759811757.684999
sensor_1,29.74,77.07,24.22,0.048,0.47,1759811759.6856322
sensor_7,31.88,31.51,55.83,0.045,0.43,1759811761.6865635
sensor_6,31.12,46.96,12.97,0.044,0.13,1759811763.6872253
sensor_4,32.91,68.3,15.05,0.042,0.42,1759811765.6876485
sensor_1,30.69,77.97,21.02,0.026,0.29,1759811767.6884928
sensor_5,31.86,53.27,15.07,0.015,0.38,1759811769.6891177
sensor_8,34.51,34.57,27.49,0.043,0.32,1759811771.6897526
sensor_4,30.98,31.28,18.1,0.046,0.38,1759811773.6904564
sensor_4,30.82,36.79,39.58,0.045,0.12,1759811775.6911573
sensor_6,29.25,68.78,38.26,0.024,0.39,1759811777.6918042
sensor_10,34.1,76.74,16.72,0.026,0.17,1759811779.6924305
sensor_7,35.45,52.44,56.11,0.018,0.31,1759811781.6932244
sensor_10,32.13,55.5,55.4,0.041,0.49,1759811783.6940215
sensor_6,22.39,46.66,23.52,0.031,0.48,1759811785.6948133
sensor_9,33.05,71.11,43.68,0.026,0.25,1759811787.6957357
sensor_4,22.89,41.74,11.64,0.027,0.29,1759811789.6966095
sensor_8,24.5,48.91,45.19,0.049,0.38,1759811791.6973152
sensor_3,28.3,53.13,40.52,0.042,0.25,1759811793.6979373
sensor_1,30.41,37.58,31.74,0.016,0.4,1759811795.6986225
sensor_3,25.27,67.41,12.61,0.039,0.45,1759811797.6993248
sensor_3,26.35,68.42,30.06,0.031,0.4,1759811799.6999917
sensor_9,35.57,70.84,59.81,0.033,0.28,1759811801.7008438
sensor_10,35.87,50.89,18.16,0.038,0.31,1759811803.7015686
sensor_10,34.6,32.45,18.42,0.048,0.16,1759811805.7022674
sensor_4,27.87,48.64,57.76,0.04,0.36,1759811807.702977
sensor_8,23.59,59.3,39.19,0.015,0.38,1759811809.7037494
sensor_7,23.65,45.65,43.82,0.014,0.48,1759811811.7044432
sensor_2,33.76,66.74,21.61,0.037,0.21,1759811813.7051864
sensor_3,27.16,65.41,16.75,0.021,0.17,1759811815.705926
sensor_5,31.73,78.6,52.61,0.035,0.27,1759811817.7066603
sensor_2,35.39,31.14,49.72,0.039,0.44,1759811819.7073388
sensor_9,24.33,65.61,56.74,0.015,0.2,1759811821.7079706
sensor_1,27.41,57.67,38.48,0.032,0.43,1759811823.7087123
sensor_4,24.8,41.46,49.76,0.012,0.26,1759811825.7096784
sensor_9,27.3,73.77,48.18,0.016,0.29,1759811827.7105176
sensor_5,31.92,69.68,40.82,0.024,0.36,1759811829.7111409
sensor_10,23.49,39.32,45.73,0.045,0.11,1759811831.711781
sensor_2,28.97,65.8,58.68,0.023,0.39,1759811833.712437
sensor_9,34.63,72.13,27.07,0.023,0.17,1759811835.7131011
sensor_7,31.94,52.66,52.81,0.046,0.12,1759811837.713811
sensor_10,24.73,38.96,33.25,0.026,0.31,1759811839.7145398
sensor_5,24.9,62.63,15.28,0.013,0.18,1759811841.71532
sensor_3,32.63,60.8,26.63,0.042,0.41,1759811843.7161431
sensor_10,25.65,34.89,14.3,0.035,0.1,1759811845.7168133
sensor_5,31.21,33.45,25.11,0.042,0.29,1759811847.717609
sensor_4,33.79,72.42,35.34,0.026,0.42,1759811849.7183077
sensor_10,30.39,60.89,35.97,0.037,0.42,1759811851.7189443
sensor_10,35.55,52.18,10.44,0.029,0.2,1759811853.7196844
sensor_8,34.26,36.46,22.85,0.042,0.38,1759811855.7204297
sensor_1,26.83,31.67,33.52,0.032,0.41,1759811857.7210484
sensor_7,31.06,62.79,26.18,0.035,0.27,1759811859.721666
sensor_3,28.97,56.93,41.43,0.044,0.22,1759811861.7224557
sensor_7,25.55,57.22,10.09,0.03,0.37,1759811863.7230976
sensor_10,24.09,31.44,34.34,0.019,0.42,1759811865.7237809
sensor_8,34.33,69.67,52.48,0.026,0.27,1759811867.724438
sensor_10,23.13,62.24,46.89,0.018,0.24,1759811869.7251291
sensor_9,25.47,51.59,33.19,0.018,0.38,1759811871.7257452
sensor_4,35.41,68.98,55.99,0.049,0.31,1759811873.7264657
sensor_5,31.26,44.64,24.46,0.03,0.34,1759811875.7275958
sensor_9,22.4,70.69,11.27,0.019,0.32,1759811877.7279458
sensor_2,24.49,78.23,35.45,0.044,0.4,1759811879.7287138
sensor_6,32.14,33.87,27.42,0.027,0.24,1759811881.729309
sensor_5,28.64,68.17,20.14,0.031,0.31,1759811883.7300093
sensor_1,33.92,47.58,21.22,0.011,0.15,1759811885.7306948
sensor_5,31.37,30.66,16.64,0.023,0.28,1759811887.731402
sensor_10,29.99,35.54,56.38,0.028,0.31,1759811889.7320378
sensor_9,33.97,72.13,35.64,0.045,0.12,1759811891.7326992
sensor_5,29.3,51.1,31.02,0.045,0.27,1759811893.7334037
sensor_1,28.92,56.43,50.54,0.036,0.21,1759811895.7341368
sensor_7,35.9,50.38,28.96,0.026,0.25,1759811897.7348
sensor_4,24.55,73.86,23.25,0.045,0.33,1759811899.7354798
sensor_5,26.57,47.56,38.55,0.041,0.36,1759811901.736428
sensor_6,31.26,69.5,11.69,0.037,0.4,1759811903.737109
sensor_3,33.33,39.73,11.88,0.021,0.49,1759811905.7377467
sensor_5,32.64,36.64,15.99,0.035,0.24,1759811907.7386315
sensor_8,33.75,58.38,54.98,0.028,0.18,1759811909.7392519
sensor_6,32.27,62.47,17.61,0.04,0.44,1759811911.7398303
sensor_2,27.62,33.74,13.06,0.013,0.47,1759811913.7406504
sensor_10,28.16,63.87,36.14,0.019,0.24,1759811915.7413056
sensor_5,34.14,39.71,31.01,0.049,0.36,1759811917.7421424
sensor_10,28.95,63.02,58.17,0.049,0.26,1759811919.742842
sensor_8,28.82,69.73,14.64,0.014,0.23,1759811921.743469
sensor_5,25.69,64.19,57.92,0.016,0.43,1759811923.7441103
sensor_7,22.35,56.78,51.41,0.042,0.19,1759811925.7448535
sensor_10,34.52,44.87,30.2,0.013,0.41,1759811927.7454906
sensor_7,24.92,42.27,43.65,0.033,0.1,1759811929.7461455
sensor_6,32.11,66.48,53.02,0.029,0.24,1759811931.7468293
sensor_7,32.75,64.45,35.02,0.02,0.23,1759811933.7474968
sensor_4,27.69,33.44,29.79,0.011,0.39,1759811935.7481189
sensor_6,34.76,60.47,34.09,0.011,0.23,1759811937.7489529
sensor_8,34.27,62.23,45.73,0.03,0.46,1759811939.749606
sensor_8,23.19,76.68,54.67,0.014,0.46,1759811941.7503436
sensor_7,25.46,35.08,55.43,0.015,0.38,1759811943.7510252
sensor_1,29.54,58.75,49.98,0.043,0.34,1759811945.7517202
sensor_9,22.66,79.99,43.41,0.012,0.41,1759811947.7523613
sensor_7,30.24,32.02,46.32,0.04,0.19,1759811949.7530322
sensor_8,22.64,47.79,26.45,0.015,0.45,1759811951.753653
sensor_10,28.29,59.51,49.5,0.048,0.29,1759811953.7543576
sensor_1,33.23,43.31,27.02,0.045,0.35,1759811955.7551582
sensor_10,31.03,52.96,30.33,0.013,0.1,1759811957.7558553
sensor_4,31.22,34.0,52.41,0.021,0.19,1759811959.7566178
sensor_8,31.66,68.07,49.27,0.05,0.44,1759811961.7574677
